LotArea,OverallQual,YearBuilt,FullBath,BedroomAbvGr,SalePrice
11475,5,1958,2,4,110000
6240,4,1925,1,2,103000
5389,8,1995,2,2,236500
9590,7,2003,2,3,187500
11404,7,1998,2,3,222500
10000,5,1961,1,3,131400
8978,5,1968,1,3,108000
10800,7,1914,1,2,163000
8544,3,1950,2,2,93500
10463,8,2005,2,3,239900
10800,5,1987,3,3,179000
9313,7,2004,2,3,190000
9600,5,1910,2,2,132000
6768,6,1961,1,3,142000
8450,7,2000,2,3,179000
12886,5,1963,2,3,175000
5395,8,1993,2,2,180000
8963,8,1976,3,4,299800
8795,7,2000,2,4,236000
11700,7,1880,1,4,265979
10593,7,1996,2,3,260400
8405,4,1945,2,4,98000
8800,4,1910,1,3,96500
7750,7,2003,2,3,162000
9236,6,1997,2,3,217000
10240,8,2005,2,3,275500
7930,6,1969,1,3,156000
3230,6,1999,2,3,172500
10769,8,2007,2,3,212000
11616,6,1978,2,3,158900
2280,7,1999,2,3,179400
12257,8,1995,2,4,290000
9100,6,1959,1,2,127500
6911,5,1924,1,2,100000
8640,7,2009,2,3,215200
9430,8,1999,2,3,337000
9549,8,1995,1,2,270000
14587,9,2008,2,2,264132
10421,7,1988,2,3,196500
12508,6,1940,2,4,160000
9100,7,2004,2,3,216837
53504,8,2003,3,4,538000
7252,5,1982,1,2,134900
8877,4,1951,1,2,102000
7819,6,1976,1,3,107000
10150,5,1958,1,2,114500
14226,8,2006,2,3,395000
4500,6,1998,2,2,162000
11210,7,2005,2,3,221500
13350,5,1974,1,3,142500
8400,5,1977,2,4,144000
10530,6,1977,1,2,135000
7875,7,1995,2,3,176000
7153,6,1992,2,3,175900
16285,7,2001,2,3,187100
9101,5,1978,1,1,165500
6300,6,1914,2,3,128000
9790,6,1967,2,3,161500
10800,5,1915,2,4,139000
10142,7,2004,2,4,233000
6000,4,1954,1,2,107900
12205,6,1966,2,5,187500
3182,7,2005,2,2,160200
11333,6,1976,1,3,146800
9920,7,1996,2,3,269790
9158,8,2007,2,3,225000
10832,7,1994,2,3,194500
8400,6,1980,2,3,171000
8197,6,1977,1,3,143500
7677,5,1953,1,2,110000
13518,9,2008,3,4,485000
7200,5,1937,1,3,175000
12798,6,1997,2,4,200000
4800,4,1916,1,2,109900
8199,7,2005,2,3,189000
13891,9,2008,3,4,582933
9000,5,1954,1,2,118000
12274,7,2008,2,3,227680
9750,5,1967,2,3,135500
21384,5,1923,1,3,223500
13400,5,1966,1,3,159950
8100,5,1898,2,2,106000
10140,6,1974,1,3,181000
4438,6,2004,1,1,144500
8712,5,1952,1,2,55993
9750,6,1958,1,4,157900
8248,5,1918,1,3,116000
12137,7,1998,2,3,224900
11425,5,1954,1,2,137000
13265,8,2002,2,3,271000
8816,6,1971,1,3,155000
6371,7,2009,2,2,224000
7226,7,2003,2,3,183000
6000,4,1953,1,2,93000
12394,7,2003,2,3,225000
9900,6,1940,2,3,139500
11216,8,2006,2,3,232600
14803,10,2007,2,2,385000
6130,5,1924,1,2,109500
8529,7,2001,2,3,189000
28698,5,1967,2,3,185000
2544,7,2005,2,2,147400
11900,6,1957,1,3,166000
3180,7,2005,2,2,151000
9548,7,2003,2,3,237000
10004,6,1964,1,3,167000
7875,5,1961,1,3,139950
9600,4,1950,2,2,128000
8100,5,1948,1,2,153500
1680,6,1973,1,2,100000
9525,5,1995,1,3,144000
11767,5,1946,1,3,130500
12155,6,1925,2,4,140000
10440,5,1904,2,3,157500
9020,6,1966,1,3,174900
8000,5,1961,2,6,141000
12665,5,1915,1,4,153900
16647,5,1975,2,3,171000
9317,7,1993,2,3,213000
15523,5,1972,1,3,133500
45600,6,1908,3,5,240000
9600,6,1976,2,3,187000
4435,6,2003,1,1,131500
3196,8,2003,2,2,215000
7128,7,1941,2,4,164000
12095,6,1964,1,3,158000
17920,5,1955,1,3,170000
6897,5,1962,1,3,127000
10970,6,1978,1,3,147000
8125,6,1994,2,3,174000
10400,7,1976,2,3,152000
11029,6,1968,2,4,250000
7642,7,1918,1,3,189950
11625,5,1965,1,3,131500
9672,6,1984,2,3,152000
7931,5,1959,1,3,132500
8640,7,2007,2,3,250580
8750,5,1970,1,3,148500
10656,8,2006,2,3,248900
6970,4,1961,1,3,129000
14762,5,1948,2,2,169000
9938,7,1993,2,3,236000
6600,5,1962,1,2,109500
8750,6,1998,2,3,200500
8892,5,1953,1,3,116000
12144,5,1949,1,3,133000
5720,5,1941,1,3,66500
9000,8,2007,2,4,303477
25286,4,1963,1,3,132250
8834,9,2004,2,4,350000
11782,5,1961,1,3,148000
7000,5,1978,1,3,136500
7024,5,2005,1,2,157000
13758,7,1990,2,3,187500
9636,6,1992,2,3,178000
6204,4,1912,1,5,118500
7150,5,1967,1,3,100000
5119,9,1999,2,2,328900
8393,5,1959,2,4,145000
16466,5,1955,1,3,135500
15865,8,1970,2,4,268000
12160,6,1953,1,2,149500
8064,5,1949,1,3,122900
11184,6,1978,2,3,172500
8414,6,1963,1,3,154500
13284,5,1954,1,3,165000
7018,5,1979,2,4,118858
7056,6,1963,1,4,140000
8765,4,1936,1,2,106500
7018,5,1979,2,6,142953
12919,9,2009,2,2,611657
6993,5,1961,1,3,135000
7340,4,1971,1,2,110000
8712,5,1957,1,2,153000
7875,7,2003,2,3,180000
14859,7,2006,2,3,240000
6173,5,1967,1,3,125500
9920,5,1954,1,3,128000
13501,8,2006,2,3,255000
11500,7,1936,1,3,250000
8885,5,1983,1,2,131000
12589,6,2005,2,3,174000
11600,5,1960,2,5,154300
9286,5,1977,1,3,143500
6120,5,1925,1,3,88000
6270,5,1949,2,4,145000
3000,6,2009,2,2,173733
2001,4,1970,1,3,75000
9000,2,1949,0,1,35311
17140,4,1956,1,3,135000
13125,7,1991,2,4,238000
11029,6,1958,1,3,176500
8462,6,1994,2,3,201000
8777,5,1900,2,4,145900
10237,6,2005,2,3,169990
8012,6,1993,2,2,193000
10240,6,1980,2,3,207500
15611,5,1977,2,3,175000
11999,8,2003,2,4,285000
9900,7,1968,2,4,176000
11838,8,2001,2,3,236500
13006,7,1997,2,4,222000
8925,8,2007,2,3,201000
9100,5,1965,1,2,117500
11670,9,2006,2,3,320000
8487,7,2004,2,3,190000
27650,7,1960,2,4,242000
5825,4,1926,1,1,79900
10083,7,2003,2,2,184900
9675,7,2005,2,3,253000
8760,7,2006,2,3,239799
24090,7,1940,2,4,244400
12640,6,1976,2,4,150900
8755,7,1999,2,3,214000
7711,4,1977,2,4,150000
25000,5,1967,2,4,143000
14375,6,1958,1,3,137500
8820,5,1890,1,2,124900
8163,5,1959,1,3,143000
14536,8,2002,2,3,270000
14006,7,2002,2,3,192500
9360,6,1972,1,3,197500
7200,5,1950,1,3,129000
7800,5,1965,1,3,119900
7200,5,1972,1,2,133900
11075,5,1969,2,4,172000
9400,6,1975,2,4,127500
7136,6,1946,2,4,145000
1300,6,1980,1,2,124000
7420,5,1962,1,3,132000
8450,7,2003,2,3,185000
2572,7,1999,2,3,155000
7207,5,1958,1,2,116500
12227,6,1977,2,4,272000
2308,6,1976,2,3,155000
11923,9,2007,2,2,239000
11316,7,2002,2,4,214900
10237,6,2005,2,3,178900
9600,5,1940,1,2,160000
7390,5,1955,1,3,135000
5925,3,1910,1,2,37900
10382,6,1958,1,2,140000
10800,4,1949,1,4,135000
2268,7,2003,2,2,173000
7892,6,1979,2,2,99500
11639,7,2007,2,3,182000
11414,7,1910,1,3,167500
2651,7,2000,2,3,165000
5900,4,1923,1,2,85500
4274,7,2006,1,1,199900
9450,4,1954,1,3,110000
8816,5,1963,1,3,139000
12122,7,1961,1,3,178400
12203,8,1998,2,4,336000
3182,7,2007,2,2,159895
11250,8,2002,2,4,255900
10125,5,1977,2,4,126000
10880,5,1950,1,3,125000
5310,6,1910,1,2,117000
10159,9,2009,2,3,395192
12046,6,1976,2,4,195000
8125,7,2006,2,3,197000
9452,8,1997,2,3,348000
17671,8,1882,1,4,168000
9760,6,1964,2,3,187000
8846,6,2005,2,3,173900
12456,10,2006,2,3,337500
4712,4,1946,1,3,121600
10659,5,1961,1,3,136500
11717,6,1970,2,2,185000
9786,3,1922,1,3,91000
6762,7,2006,2,2,206000
10206,3,1952,1,2,82000
5400,5,1920,1,2,86000
11957,8,2006,2,3,232000
11500,5,1976,2,4,136905
3182,7,2005,2,1,181000
8385,5,1977,2,3,149900
12155,6,1970,2,3,163500
2217,4,1970,1,3,88000
12118,7,2004,2,3,240000
6000,5,1926,2,4,102000
21286,5,1948,2,4,135000
9825,5,1965,2,4,100000
10592,6,1923,1,3,165000
7200,5,1910,1,2,85000
11664,6,1948,1,2,119200
8400,8,2001,2,3,227000
11883,7,1996,2,3,203000
5814,8,1984,1,1,187500
10784,7,1991,2,3,160000
3013,7,2005,2,2,213490
7024,4,2005,1,2,176000
7406,7,2006,2,2,194000
9439,5,1930,1,2,87000
3182,7,2005,2,2,191000
15498,8,1976,2,2,287000
7700,5,1972,1,3,112500
9300,5,1960,1,3,167500
9520,8,2007,2,3,293077
9492,5,1941,1,3,105000
1680,6,1972,1,3,118000
7082,5,1916,2,5,160000
15863,7,1920,2,5,197000
14541,8,1993,2,5,310000
8125,7,2002,2,3,230000
6305,5,1938,1,2,119750
11500,4,1957,1,3,84000
12898,9,2007,2,2,315500
9240,8,2001,2,3,287000
1533,4,1970,1,3,97000
1477,4,1970,1,1,80000
13125,5,1957,2,3,155000
9130,6,1966,1,4,173000
5381,6,2005,2,1,196000
11839,7,1990,2,4,262280
9600,8,1981,2,4,278000
13680,3,1955,2,4,139600
16056,9,2005,3,4,556581
9245,5,1994,1,3,145000
21750,5,1960,1,3,115000
11100,4,1946,1,2,84900
8993,7,2007,2,3,176485
11175,7,2007,2,3,200141
9500,6,1964,1,4,165000
8562,5,1957,1,4,144500
11367,8,2002,2,3,255000
11361,6,1976,2,3,180000
7052,7,2005,2,2,185850
29959,7,1994,2,3,248000
11308,9,2008,2,3,335000
11275,6,1932,1,3,220000
4920,8,2001,2,2,213500
18000,3,1935,1,2,81000
13600,5,1900,2,5,90000
6000,6,1925,1,2,110500
11000,5,1966,1,3,154000
14000,7,1996,2,3,328000
7837,6,1993,2,3,178000
9760,6,1964,1,4,167900
3964,6,1973,2,5,151400
9600,5,1949,1,2,135000
10152,5,1956,1,3,135000
11700,6,1968,1,4,154000
7585,5,1948,1,4,91500
7950,6,1977,1,3,159500
8556,7,2006,2,2,194000
13125,7,1940,1,3,219500
10800,5,1936,2,3,170000
15870,5,1969,1,3,138800
4435,6,2004,1,1,155900
8775,5,1994,1,3,126000
11040,6,1971,2,3,145000
7500,5,1963,1,3,133000
8749,7,2002,2,3,192000
8800,6,1964,1,3,160000
13031,6,1995,2,3,187500
9069,6,1992,1,2,147000
1974,4,1973,1,3,83500
10574,8,2005,2,3,252000
2522,7,2004,2,3,137500
3316,8,2005,1,1,197000
8544,3,1950,2,2,92900
2160,7,1999,2,2,160000
8400,6,1925,2,4,136500
9230,5,1965,1,1,146000
5868,5,1956,1,2,129000
9317,6,2006,2,3,176432
6882,6,1914,1,3,127000
3696,8,1986,1,2,170000
6000,4,1936,1,3,128000
11880,7,1978,2,3,157000
8400,2,1920,1,1,60000
9758,5,1971,1,3,119500
7000,5,1960,1,2,135000
8910,6,1959,1,3,159500
2016,5,1970,2,3,106000
12256,8,1994,2,3,325000
10357,7,1990,2,3,179900
23257,7,2006,2,3,274725
8063,6,2000,2,3,181000
11362,8,2004,2,3,280000
8000,6,1995,2,3,188000
10480,7,1976,2,4,205000
7100,5,1957,1,2,129900
8923,5,1953,1,2,134500
5400,5,1954,1,2,117000
12085,8,2007,2,3,318000
7750,8,2002,2,3,184100
9764,5,1967,1,3,130000
13825,5,1958,1,3,140000
7560,5,1959,1,3,133700
8263,6,1920,1,2,118400
10084,7,2005,2,3,212900
8926,4,1956,1,3,112000
9405,5,1947,1,2,118000
9125,7,1992,2,3,163900
10434,4,1955,1,2,115000
3684,7,2007,2,2,174000
14572,7,2004,2,3,259000
11796,7,2004,2,4,215000
7200,5,1980,1,2,140000
7804,4,1928,2,4,135000
10712,5,1991,1,3,93500
9900,6,1880,2,5,117500
9828,8,1995,2,3,239500
8773,6,1997,2,3,169000
6180,6,1926,1,2,102000
9600,6,1950,1,3,119000
6342,5,1875,1,2,94000
9819,6,1977,2,2,196000
8731,5,1920,1,3,144000
7350,5,1951,1,2,139000
10304,5,1976,2,4,197500
9965,8,2006,3,4,424870
9000,5,1959,1,3,80000
12180,4,1941,1,2,80000
6240,5,1928,1,3,149000
11200,6,1985,2,3,180000
12000,7,1941,1,3,174500
5700,7,1926,1,2,116900
9000,7,1920,1,3,143000
8280,6,1950,1,2,124000
17755,5,1959,1,3,149900
14115,6,1956,1,2,230000
5890,6,1930,1,2,120500
13700,7,1965,1,4,201800
10768,5,1976,2,3,218000
9350,5,1965,2,3,179900
5001,7,2007,2,2,230000
11932,8,2007,2,3,235128
9120,6,1974,2,4,185000
2280,6,1978,2,3,146000
14778,6,1954,1,3,224000
8724,5,1968,1,3,129000
12900,4,1969,0,0,108959
16157,5,1978,1,2,194000
9541,7,2009,2,3,233170
10475,8,2008,2,3,245350
10852,6,2000,2,3,173000
13728,6,1935,2,4,235000
35760,10,1995,3,4,625000
9880,6,1977,1,3,171000
9120,6,1958,1,3,163000
4017,7,2006,2,2,171900
18030,5,1946,3,3,200500
16560,6,1932,2,4,239000
10678,8,1992,2,4,285000
6951,5,1984,1,3,119500
3950,6,1926,1,3,115000
7681,5,1921,1,3,154900
8335,5,1954,1,3,93000
11170,7,1990,2,4,250000
5587,8,2008,2,2,392500
15623,10,1996,3,4,745000
10800,5,1920,1,2,120000
35133,5,1963,1,3,186700
9738,5,1924,1,4,104900
10615,3,1900,2,3,95000
12461,8,1994,2,2,262000
8935,7,2002,2,3,195000
7500,7,1999,2,3,189000
32463,4,1961,1,3,168000
2645,8,1999,2,2,174000
9600,5,1925,1,3,125000
4500,6,1999,2,2,165000
9364,6,1969,1,4,158000
8029,6,2005,2,3,176000
14054,7,2006,2,4,219210
8850,7,1916,1,3,144000
9100,7,2001,2,3,178000
11235,4,1963,1,3,148000
9353,4,1970,1,3,116050
10400,7,1998,2,3,197900
6000,5,1925,1,3,117000
9750,7,2000,2,3,213000
10140,5,1975,1,3,153500
14684,7,1990,2,3,271900
8900,4,1966,1,2,107000
9135,6,2003,2,3,200000
7763,5,1962,1,3,140000
10182,8,2006,2,3,290000
11218,6,1992,2,3,189000
12134,8,1988,2,4,164000
9340,4,1941,1,2,113000
10246,4,1965,0,0,145000
10205,5,1962,1,3,134500
7094,5,1966,1,3,125000
8930,6,1978,2,4,112000
8640,8,2009,2,3,229456
6240,4,1947,1,2,80500
1680,6,1971,1,3,91500
7800,5,1964,1,2,115000
8250,5,1968,1,3,134000
10496,6,1949,2,3,143000
10680,5,1951,2,4,137900
15384,7,2004,2,3,184000
10482,6,1958,1,3,145000
14598,6,2007,2,4,214000
8872,5,1965,1,2,147000
8769,9,2008,1,1,367294
7910,5,1960,2,4,127000
18890,5,1977,2,4,190000
7728,5,1962,1,3,132500
9842,4,1962,2,2,101800
12160,5,1959,1,3,142000
8525,5,1911,1,4,130000
13132,5,1914,1,4,138887
2628,7,2003,2,2,175500
12393,7,2004,2,4,195000
13072,6,2005,1,3,142500
9037,8,2006,2,2,265900
8158,7,2003,2,3,224900
9849,7,2007,2,3,248328
10625,7,1974,2,3,170000
13891,10,2006,2,2,465000
11435,8,1929,1,3,230000
12090,6,1984,3,3,178000
8125,7,2005,2,3,186500
12328,6,1976,1,3,169900
9600,6,1917,1,3,129500
7200,5,1950,1,3,119000
11160,7,1968,2,3,244000
3136,7,2003,2,2,171750
9858,5,1968,1,3,130000
17542,7,1974,2,3,294000
6931,7,2003,2,3,165400
6240,6,1931,1,3,127500
14303,8,1994,2,2,301500
4060,5,1922,1,2,99900
9587,7,2005,2,2,190000
9750,6,1969,1,3,151000
24682,6,1999,2,3,181000
9600,5,1956,1,2,128900
11250,4,1957,1,5,161500
13515,6,1919,1,3,180500
4060,6,1998,2,2,181000
3735,7,1999,2,3,183900
10120,7,1910,1,4,122000
13214,9,2008,2,3,378500
14100,8,1935,3,4,381000
11344,5,1958,1,3,144000
23595,7,1979,0,0,260000
9156,6,1968,2,3,185750
13526,5,1965,1,3,137000
11512,6,1959,1,2,177000
5362,5,1910,2,3,139000
11345,5,1948,2,4,137000
12936,6,1972,1,3,162000
17871,6,1967,1,3,197900
9473,8,2002,2,3,237000
7500,4,1920,1,2,68400
9808,7,2002,2,3,227000
8049,7,1990,2,2,180000
8800,5,1977,2,3,150500
9400,6,1971,2,4,139000
9638,6,1919,2,4,169000
6000,6,1939,1,4,132500
9790,6,1963,1,3,143000
36500,5,1964,2,4,190000
5664,8,2000,2,2,278000
11065,8,2006,2,3,281000
14112,5,1964,1,3,180500
1680,5,1972,2,3,119500
6600,5,1892,2,4,107500
10140,7,1976,2,4,162900
8172,5,1955,1,2,115000
8400,5,1968,1,3,138500
8700,5,1963,2,3,155000
3675,6,2005,2,2,140000
63887,10,2008,2,3,160000
7500,5,1959,1,3,154000
10762,7,1999,2,3,225000
7500,6,1942,1,3,177500
10120,8,1994,2,4,290000
8688,7,2005,2,3,232000
3363,7,2004,2,3,130000
13173,9,2006,2,2,325000
6955,7,2005,2,2,202500
8072,5,1994,1,3,138000
12000,5,1948,1,2,147000
7153,6,1991,2,3,179200
17500,7,1959,2,3,335000
8814,7,2005,2,3,203000
9572,8,1990,2,4,302000
14774,9,1999,2,4,333168
8190,4,1954,1,3,119000
11075,6,1969,2,4,206900
10226,8,2008,2,3,295493
4230,7,2006,2,2,208900
14781,8,2001,2,3,275000
10215,4,1954,1,3,111000
8400,6,1957,1,3,156500
6627,3,1949,1,2,72500
10186,7,1992,2,3,190000
5330,4,1940,1,2,82500
9986,8,2006,2,2,147000
3636,4,1922,1,2,55000
4270,3,1931,1,3,79000
6600,5,1982,1,3,130500
10440,6,1920,2,5,256000
9084,7,1998,2,3,176500
10000,8,2006,2,3,227000
10780,5,1976,1,3,132500
8877,4,1938,1,2,100000
7200,5,1938,1,2,125500
2368,5,1970,1,3,125000
9650,6,1977,2,2,167900
9246,5,1973,2,4,135000
4118,4,1941,1,2,52500
13450,7,2002,2,3,200000
9560,5,1972,1,3,128500
8294,4,1971,1,3,123000
13695,6,2003,1,3,155000
9375,8,2002,2,3,228500
7558,6,1928,1,3,177000
11103,7,2006,2,3,155835
6000,4,1920,1,2,108500
20781,7,1968,2,3,262500
15306,8,2006,2,3,283463
16196,7,1998,2,3,215000
5250,8,1872,2,4,122000
11643,5,1969,2,6,200000
9247,6,1962,1,4,171000
6000,6,1937,1,2,134900
14720,8,1995,2,4,410000
10316,7,2000,2,3,235000
10192,7,1968,3,4,170000
9477,5,1966,1,3,110000
12537,5,1971,1,3,149900
2117,6,2000,2,3,177500
16737,9,2004,2,3,315000
9842,5,1921,3,4,189000
16158,7,2005,2,3,260000
12513,4,1920,2,4,104900
8499,6,2006,2,3,156932
3180,7,2005,2,2,144152
7500,7,2000,2,3,216000
9179,7,1999,2,3,193000
2665,5,1977,2,4,127000
4435,6,2003,1,1,144000
10635,8,2003,2,3,232000
5400,4,1920,1,2,105000
9600,6,1955,1,3,165500
9750,7,1998,2,3,274300
11400,10,2001,2,2,466500
10625,7,2005,2,3,250000
10991,8,2007,2,3,239000
6292,6,1930,1,2,91000
10998,5,1941,2,3,117000
1953,6,1973,1,2,83000
9735,5,2006,2,3,167500
8212,3,1914,1,2,58500
12925,6,1970,2,4,237500
7200,7,1920,1,4,157000
25339,5,1918,2,3,112000
9060,6,1939,1,2,105000
5436,4,1922,1,3,125500
16692,7,1978,3,5,250000
8520,6,1916,2,5,136000
14892,9,2006,2,3,377500
6000,6,1941,1,3,131000
9100,7,2000,2,3,235000
8944,5,1967,2,4,124000
7838,5,1967,1,3,123000
10800,6,1905,2,3,163000
4045,7,2006,2,2,246578
12665,8,2005,2,4,281213
57200,5,1948,1,3,160000
6120,5,1920,1,4,137500
7200,5,1950,1,3,138000
6171,6,1925,2,3,137450
6000,6,1929,1,3,120000
7415,6,2004,2,3,193000
6762,7,2006,2,2,193879
15256,8,2007,2,3,282922
10410,3,1915,1,3,105000
3842,8,2004,2,2,275000
8445,5,1972,1,2,133000
8780,5,1985,1,3,112000
7740,4,1910,1,3,125500
20544,7,1986,2,3,215000
12420,7,2001,2,3,230000
9600,6,1950,1,3,140000
7200,4,1949,2,2,90000
10994,8,2005,2,2,257000
13053,6,1923,1,4,207000
3635,7,2007,2,1,175900
11340,4,1885,2,4,122500
16545,8,1998,2,3,340000
9204,5,1963,1,3,124000
16381,6,1969,2,3,223000
11700,6,1968,2,3,179900
4043,6,1977,2,2,127500
4435,6,2003,1,1,136500
19690,6,1966,2,4,274970
9503,5,1958,1,2,144000
10721,6,1959,1,3,142000
10944,7,1994,2,3,271000
10930,5,1945,1,3,140000
7200,5,1940,1,2,119000
12546,6,1981,2,3,182900
21930,5,2005,2,4,192140
4928,6,1976,2,2,143750
10800,4,1927,2,4,64500
10261,6,2000,2,3,186500
17400,5,1977,2,3,160000
8400,6,1962,1,3,174000
9000,4,1971,1,3,120500
12444,8,2008,2,2,394617
7407,6,1957,1,2,149700
11584,7,1979,2,3,197000
11526,6,1922,2,3,191000
4426,6,2004,1,1,149300
11003,10,2008,2,3,310000
8854,6,1916,1,2,121000
8500,7,2004,2,3,179600
8400,6,1966,1,3,129000
26142,5,1962,1,3,157900
10000,8,1995,2,3,240000
11767,4,1910,1,2,112000
1533,5,1970,1,1,92000
9000,5,1974,2,4,136000
9262,8,2008,2,3,287090
3675,5,2005,1,2,145000
17217,5,2006,1,3,84500
7500,7,2004,2,2,185000
7917,6,1999,2,3,175000
13175,6,1978,2,3,210000
9042,7,1941,2,4,266500
9717,5,1950,1,2,142125
9937,5,1965,1,3,147500
